1.0 9849.0 0.0 0.0 0.0 0 0.0 0.0 0.0 
2.0 9850.0 0.0 0.0 0.0 0 0.0 0.0 0.0 
3.0 10085.0 -1.0 0.0 0.0 0.0083 0.00819 -0.00359 0.0078 
4.0 10086.0 0.0 0.0 0.0 0.0083 0.00819 -0.00359 0.0078 
5.0 9947.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
6.0 9948.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
7.0 9949.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
8.0 9950.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
9.0 9951.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
10.0 9952.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
11.0 9953.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
12.0 9954.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
13.0 9955.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
14.0 9956.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
15.0 9955.0 0.0 0.0 0.0 0.0083 0.03647 0.03656 0.0219 
16.0 9956.0 0.0 0.0 0.0 0.0083 0.03647 0.03656 0.0219 
17.0 9959.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
18.0 9960.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
19.0 9961.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
20.0 9962.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
21.0 9963.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
22.0 9964.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
23.0 9965.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
24.0 9966.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
25.0 9967.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
26.0 9968.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
27.0 6791.0 0.0 0.0 0.0 0.0163 0.0233 -0.0134 -0.0016 
28.0 6792.0 0.0 0.0 0.0 0.0163 0.0233 -0.0134 -0.0016 
29.0 6795.0 0.0 0.0 0.0 0.0165 -0.023 0.0134 -0.0016 
30.0 6796.0 0.0 0.0 0.0 0.0165 -0.023 0.0134 -0.0016 
31.0 6797.0 0.0 0.0 0.0 0.0355 -0.014 0.0052 0.0019 
32.0 6798.0 0.0 0.0 0.0 0.0355 -0.014 0.0052 0.0019 
33.0 6799.0 0.0 0.0 0.0 0.0355 -0.014 0.0052 0.0019 
34.0 6800.0 0.0 0.0 0.0 0.0355 -0.014 0.0052 0.0019 
35.0 6801.0 0.0 0.0 0.0 0.0083 -0.0179 0.0003 0.0029 
36.0 6802.0 0.0 0.0 0.0 0.0083 -0.0179 0.0003 0.0029 
37.0 6803.0 0.0 0.0 0.0 0.0083 -0.0179 0.0003 0.0029 
38.0 6804.0 0.0 0.0 0.0 0.0083 -0.0179 0.0003 0.0029 
39.0 6805.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
40.0 6806.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
41.0 6807.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
42.0 6808.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
43.0 6809.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
44.0 6810.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
45.0 6811.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
46.0 6812.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
47.0 6814.0 0.0 0.0 0.0 0.0083 -0.001 -0.0086 0.0076 
48.0 6813.0 0.0 1.0 0.0 0.0083 -0.001 -0.0086 0.0076 
49.0 6815.0 0.0 0.0 0.0 0 0.0 0.0 0.0 
50.0 6816.0 0.0 0.0 0.0 0 0.0 0.0 0.0 
51.0 9851.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
52.0 9852.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
53.0 9851.0 0.0 0.0 0.0 0.0083 -0.000989935 0.00889 0.0078 
54.0 9852.0 0.0 0.0 0.0 0.0083 -0.000989935 0.00889 0.0078 
55.0 9855.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
56.0 9856.0 0.0 0.0 0.0 0.0083 0.00795 0.00343 0.0076 
57.0 9857.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
58.0 9858.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
59.0 9859.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
60.0 9860.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
61.0 9859.0 0.0 0.0 0.0 0.0083 0.03647 0.03656 0.0219 
62.0 9860.0 0.0 0.0 0.0 0.0083 0.03647 0.03656 0.0219 
63.0 9863.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
64.0 9864.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
65.0 9865.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
66.0 9866.0 0.0 0.0 0.0 0.0083 0.01385 0.05222 0.0227 
67.0 10149.0 0.0 0.0 0.0 0.0159 -0.0364 -0.0628 0.0824 
68.0 10150.0 0.0 0.0 0.0 0.0159 -0.0364 -0.0628 0.0824 
69.0 9869.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
70.0 9870.0 0.0 0.0 0.0 0.0833 0.03831 0.08205 0.0439 
71.0 9869.0 0.0 0.0 0.0 0.0832 0.0519 0.0743 0.044 
72.0 9870.0 0.0 0.0 0.0 0.0832 0.0519 0.0743 0.044 
73.0 9871.0 0.0 0.0 0.0 0.0832 0.0519 0.0743 0.044 
74.0 9872.0 0.0 0.0 0.0 0.0832 0.0519 0.0743 0.044 
75.0 9875.0 0.0 0.0 0.0 0.1629 0.03997 0.05356 0.0299 
76.0 9876.0 0.0 0.0 0.0 0.1629 0.03997 0.05356 0.0299 
77.0 9875.0 0.0 0.0 0.0 0.1648 0.02671 0.06206 0.0302 
78.0 9876.0 0.0 0.0 0.0 0.1648 0.02671 0.06206 0.0302 
79.0 9877.0 0.0 0.0 0.0 0.1648 0.02671 0.06206 0.0302 
80.0 9878.0 0.0 0.0 0.0 0.1648 0.02671 0.06206 0.0302 
81.0 9879.0 0.0 0.0 0.0 0.1648 0.02671 0.06206 0.0302 
82.0 9880.0 0.0 0.0 0.0 0.1648 0.02671 0.06206 0.0302 
83.0 9881.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
84.0 9882.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
85.0 9883.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
86.0 9884.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
87.0 9885.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
88.0 9886.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
89.0 9887.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
90.0 9888.0 0.0 0.0 0.0 0.1424 0.00304 0.03266 0.0112 
91.0 9889.0 0.0 0.0 0.0 0.1064 -0.00742 0.01295 0.0014 
92.0 9890.0 0.0 0.0 0.0 0.1064 -0.00742 0.01295 0.0014 
93.0 10033.0 0.0 0.0 0.0 -0.5205 -0.069 0.0 0.0688 
94.0 10034.0 0.0 0.0 0.0 -0.5205 -0.069 0.0 0.0688 
95.0 10035.0 0.0 0.0 0.0 -0.5205 -0.069 0.0 0.0688 
96.0 10036.0 0.0 0.0 0.0 -0.5205 -0.069 0.0 0.0688 
97.0 10037.0 0.0 0.0 0.0 -0.5205 -0.069 0.0 0.0688 
98.0 10038.0 0.0 0.0 0.0 -0.5205 -0.069 0.0 0.0688 
99.0 6725.0 0.0 0.0 0.0 0.1064 -0.0075 -0.0129 0.0014 
