0	0	0.7181	2.6832	0.2393	0	0	-0.0732	-0.0635	0	0.0306	0.0316	-0.055	0.0306	0.0316	-0.055	0.0306
-0.4	0.86603	0.7387	2.6832	0.0083	-0.028	0.0108	0.0036	-0.0166	0	-0.0569	0.0501	-0.0314	0.0052	0.0501	-0.0314	0.0052
-0.55	-0.77942	0.7387	2.6832	0.0083	0.00465	-0.02965	0.0036	-0.05224	0.02769	0.0052	0.0083	-0.01438	-0.0569	0.0083	-0.01438	-0.0569
0.95	-0.0866	0.7387	2.6832	0.0083	0.02335	0.01885	0.0036	-0.05224	-0.02769	0.0052	0.00214	-0.05909	0.0052	0.00214	-0.05909	0.0052
-0.35	0.77942	0.7668	2.6883	0.011	-0.031	0.0238	-4E-4	-0.017	0.0103	-0.056	0.0535	-0.0337	-0.0124	0.0535	-0.0337	-0.0124
-0.5	-0.69282	0.7668	2.6883	0.011	-0.00511	-0.03875	-4E-4	-0.01165	0.02618	-0.0296	-4.20062E-4	-0.01987	-0.056	-4.20062E-4	-0.01987	-0.056
0.85	-0.0866	0.7668	2.6883	0.011	0.03611	0.01495	-4E-4	-0.05594	-0.02948	-0.0124	-0.01685	-0.02318	-0.0296	-0.01685	-0.02318	-0.0296
-0.3	0.69282	0.7249	2.8902	0.029	-0.0222	0.0385	-0.0081	-0.0745	0.0194	-0.049	0.0673	-0.0531	-0.0257	0.0673	-0.0531	-0.0257
-0.45	-0.60622	0.7249	2.8902	0.029	-0.02224	-0.03848	-0.0081	0.03377	0.0285	-0.0418	0.02045	-0.07422	-0.049	0.02045	-0.07422	-0.049
0.75	-0.0866	0.7249	2.8902	0.029	0.04444	-2.4236E-5	-0.0081	-0.07964	-0.03173	-0.0257	-0.04157	0.015	-0.0418	-0.04157	0.015	-0.0418
-0.25	0.60622	0.6861	2.8936	-0.1391	0.0257	0.0065	0.0157	-0.1595	0.0027	-0.0251	0.0568	-0.0431	-0.0221	0.0568	-0.0431	-0.0221
-0.4	-0.51962	0.6861	2.8936	-0.1391	-0.01848	0.01901	0.0157	0.03191	0.03113	-0.042	0.07741	-0.13948	-0.0251	0.07741	-0.13948	-0.0251
0.65	-0.0866	0.6861	2.8936	-0.1391	-0.00722	-0.02551	0.0157	-0.06573	-0.02764	-0.0221	-0.04291	0.01207	-0.042	-0.04291	0.01207	-0.042
-0.2	0.51962	0.7336	2.7122	-0.3636	0.043	-0.0231	0.0834	-0.0885	-0.0147	-0.0368	0.0234	-0.0085	-0.0044	0.0234	-0.0085	-0.0044
-0.35	-0.43301	0.7336	2.7122	-0.3636	-0.00149	0.04879	0.0834	-0.00543	0.0262	-0.0366	0.05698	-0.06929	-0.0368	0.05698	-0.06929	-0.0368
0.55	-0.0866	0.7336	2.7122	-0.3636	-0.04151	-0.02569	0.0834	-0.01906	-0.01601	-0.0044	-0.01997	-0.0178	-0.0366	-0.01997	-0.0178	-0.0366
-0.15	0.43301	0.7675	2.6488	-0.2365	0.0387	-0.0108	0.1286	4E-4	-0.0019	-0.0639	0.0037	0.0097	-0.0175	0.0037	0.0097	-0.0175
-0.3	-0.34641	0.7675	2.6488	-0.2365	-0.01	0.03892	0.1286	-0.01476	0.00857	-0.0477	0.00145	0.0013	-0.0639	0.00145	0.0013	-0.0639
0.45	-0.0866	0.7675	2.6488	-0.2365	-0.0287	-0.02812	0.1286	0.00655	-0.00805	-0.0175	-3.87841E-5	-0.01707	-0.0477	-3.87841E-5	-0.01707	-0.0477
-0.1	0.34641	0.7748	2.6088	0.0367	0.0282	0.0085	0.1162	0.0274	0.0156	-0.061	-0.006	0.0142	-0.0417	-0.006	0.0142	-0.0417
-0.25	-0.25981	0.7748	2.6088	0.0367	-0.02146	0.02017	0.1162	-0.02233	-0.01093	-0.0518	-0.02721	0.01593	-0.061	-0.02721	0.01593	-0.061
0.35	-0.0866	0.7748	2.6088	0.0367	-0.00674	-0.02867	0.1162	0.0153	-0.0019	-0.0417	0.02063	-0.01387	-0.0518	0.02063	-0.01387	-0.0518
-0.05	0.25981	0.7495	2.5951	0.2598	0.0186	0.021	0.0787	0.0207	0.0291	-0.0504	-0.0114	0.0064	-0.0739	-0.0114	0.0064	-0.0739
-0.2	-0.17321	0.7495	2.5951	0.2598	-0.02749	0.00561	0.0787	-0.04058	-0.02932	-0.0327	-0.03555	0.00338	-0.0504	-0.03555	0.00338	-0.0504
0.25	-0.0866	0.7495	2.5951	0.2598	0.00889	-0.02661	0.0787	0.01124	0.00667	-0.0739	0.04568	-0.02048	-0.0327	0.04568	-0.02048	-0.0327
0	0.17321	0.7294	2.4841	0.3258	0.0066	0.012	0.0063	-0.0121	0.026	-0.0272	-6E-4	-0.0195	-0.0642	-6E-4	-0.0195	-0.0642
-0.15	-0.0866	0.7294	2.4841	0.3258	-0.01369	-2.84232E-4	0.0063	-0.05685	-0.02913	-0.012	-0.01647	-0.02348	-0.0272	-0.01647	-0.02348	-0.0272
0.15	-0.0866	0.7294	2.4841	0.3258	0.00709	-0.01172	0.0063	-0.01659	0.01027	-0.0642	0.05365	-0.03467	-0.012	0.05365	-0.03467	-0.012
0.05	0.0866	0.7141	2.4651	0.3077	0.0028	0.0046	-0.0425	-0.0362	-9E-4	-0.0177	0.0173	-0.0317	-0.0176	0.0173	-0.0317	-0.0176
-0.1	0	0.7141	2.4651	0.3077	-0.00538	1.24871E-4	-0.0425	-0.07365	-3.02651E-5	0.0276	0.01888	-0.0309	-0.0177	0.01888	-0.0309	-0.0177
0.05	-0.0866	0.7141	2.4651	0.3077	0.00258	-0.00472	-0.0425	-0.0361	8.67761E-4	-0.0176	0.03685	-0.06377	0.0276	0.03685	-0.06377	0.0276
0.1	0	0.7387	2.6282	0.2904	0.0172	1E-4	-0.0279	-0.0166	0	-0.0569	0.0501	-0.0314	0.0052	0.0501	-0.0314	0.0052
-0.05	0.0866	0.7387	2.6282	0.2904	-0.00869	0.01485	-0.0279	-0.05224	0.02769	0.0052	0.0083	-0.01438	-0.0569	0.0083	-0.01438	-0.0569
-0.05	-0.0866	0.7387	2.6282	0.2904	-0.00851	-0.01495	-0.0279	-0.05224	-0.02769	0.0052	0.00214	-0.05909	0.0052	0.00214	-0.05909	0.0052
0.2	0	0.7697	2.6543	0.2544	0.0212	0	0.0492	0.0229	0	-0.0796	0.042	-0.0036	-0.0282	0.042	-0.0036	-0.0282
-0.1	0.17321	0.7697	2.6543	0.2544	-0.0106	0.01836	0.0492	-0.02407	0.03449	-0.0282	-0.01145	0.01983	-0.0796	-0.01145	0.01983	-0.0796
-0.1	-0.17321	0.7697	2.6543	0.2544	-0.0106	-0.01836	0.0492	-0.02412	-0.03457	-0.0282	-0.01783	-0.03809	-0.0282	-0.01783	-0.03809	-0.0282
