1.0 9991.0 0.0 0.0 0.0 0.1064 0.01492 -4.51905e-05 0.0014 
2.0 9992.0 0.0 0.0 0.0 0.1064 0.01492 -4.51905e-05 0.0014 
3.0 6769.0 0.0 0.0 0.0 -0.5205 0.0345 -0.05976 0.0688 
4.0 6770.0 0.0 0.0 0.0 -0.5205 0.0345 -0.05976 0.0688 
5.0 6631.0 0.0 0.0 0.0 -0.5205 0.0345 0.05976 0.0688 
6.0 6632.0 0.0 0.0 0.0 -0.5205 0.0345 0.05976 0.0688 
7.0 6633.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
8.0 6634.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
9.0 6635.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
10.0 6636.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
11.0 6637.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
12.0 6638.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
13.0 6639.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
14.0 6640.0 0.0 0.0 0.0 -0.4612 0.01881 0.03279 0.1191 
15.0 6641.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
16.0 6642.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
17.0 6643.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
18.0 6644.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
19.0 6645.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
20.0 6646.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
21.0 6647.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
22.0 6648.0 0.0 0.0 0.0 -0.155 0.00576 0.01018 0.1118 
23.0 10103.0 0.0 0.0 0.0 0.4619 -0.009 -0.0154 -0.0191 
24.0 10104.0 0.0 0.0 0.0 0.4619 -0.009 -0.0154 -0.0191 
25.0 10105.0 0.0 0.0 0.0 0.4904 -0.0375 -0.0651 -0.0122 
